,lineup_ids,clusters,lineup_names,points_scored,points_allowed,MIN_TOT,net,net_per_min
7231,"200757,201142,201566,201586,203500","1,2,7,7,9","Adams,Steven - Durant,Kevin - Ibaka,Serge - Sefolosha,Thabo - Westbrook,Russell",235.8,273.6,106.2,-37.8,-0.35593220339
7233,"200757,201142,201586,202704,203087","1,7,7,9,9","Durant,Kevin - Ibaka,Serge - Jackson,Reggie - Lamb,Jeremy - Sefolosha,Thabo",110.6,112.0,47.6,-1.4,-0.0294117647059
7234,"200757,201142,201586,202704,203103","1,4,7,7,9","Durant,Kevin - Ibaka,Serge - Jackson,Reggie - Jones,Perry - Sefolosha,Thabo",63.9,54.0,30.6,9.9,0.323529411765
7235,"200757,201142,201586,202704,203500","1,2,7,7,9","Adams,Steven - Durant,Kevin - Ibaka,Serge - Jackson,Reggie - Sefolosha,Thabo",45.5,54.6,24.7,-9.1,-0.368421052632
7247,"200757,201143,201952,203118,203145","1,4,7,8,8","Bazemore,Kent - Horford,Al - Scott,Mike - Sefolosha,Thabo - Teague,Jeff",33.2,35.6,17.1,-2.4,-0.140350877193
7250,"200757,201143,201952,203118,203501","1,3,4,7,8","Hardaway Jr.,Tim - Horford,Al - Scott,Mike - Sefolosha,Thabo - Teague,Jeff",34.4,54.4,19.2,-20.0,-1.04166666667
7253,"200757,201143,201960,203118,203471","1,4,7,7,8","Carroll,DeMarre - Horford,Al - Schroder,Dennis - Scott,Mike - Sefolosha,Thabo",19.0,50.0,18.0,-31.0,-1.72222222222
7256,"200757,201143,202714,203118,203471","1,4,6,7,8","Horford,Al - Mack,Shelvin - Schroder,Dennis - Scott,Mike - Sefolosha,Thabo",63.8,72.6,39.6,-8.8,-0.222222222222
7259,"200757,201143,203118,203145,203471","1,4,7,8,8","Bazemore,Kent - Horford,Al - Schroder,Dennis - Scott,Mike - Sefolosha,Thabo",67.6,56.2,34.8,11.4,0.327586206897
7261,"200757,201143,203118,203200,203471","1,4,5,7,8","Holiday,Justin - Horford,Al - Schroder,Dennis - Scott,Mike - Sefolosha,Thabo",25.2,41.4,16.2,-16.2,-1.0
7262,"200757,201143,203118,203471,203501","1,3,4,7,8","Hardaway Jr.,Tim - Horford,Al - Schroder,Dennis - Scott,Mike - Sefolosha,Thabo",374.4,315.9,179.4,58.5,0.326086956522
7281,"200757,201960,203118,203471,203544","4,5,7,7,8","Antic,Pero - Carroll,DeMarre - Schroder,Dennis - Scott,Mike - Sefolosha,Thabo",41.4,36.0,17.1,5.4,0.315789473684
7289,"200757,202714,203118,203471,203544","4,5,6,7,8","Antic,Pero - Mack,Shelvin - Schroder,Dennis - Scott,Mike - Sefolosha,Thabo",45.9,43.2,19.8,2.7,0.136363636364
7291,"200757,202714,203145,203488,203544","0,5,6,7,8","Antic,Pero - Bazemore,Kent - Mack,Shelvin - Muscala,Mike - Sefolosha,Thabo",48.9,48.0,24.3,0.9,0.037037037037
7304,"200761,200770,201156,201941,202333","2,3,5,6,9","Farmar,Jordan - Henry,Xavier - Hill,Jordan - Williams,Shawne - Young,Nick",84.7,73.5,37.8,11.2,0.296296296296
7306,"200761,200770,201156,202333,203135","0,3,5,6,9","Farmar,Jordan - Henry,Xavier - Sacre,Robert - Williams,Shawne - Young,Nick",40.0,17.0,15.0,23.0,1.53333333333
7307,"200761,200770,201941,201975,202325","2,4,4,5,6","Farmar,Jordan - Hill,Jordan - Johnson,Wesley - Meeks,Jodie - Williams,Shawne",35.2,24.0,15.6,11.2,0.717948717949
7311,"200761,201156,201941,201975,202333","2,3,4,5,9","Henry,Xavier - Hill,Jordan - Meeks,Jodie - Williams,Shawne - Young,Nick",38.0,31.0,15.0,7.0,0.466666666667
7314,"200761,201156,201975,202333,203135","0,3,4,5,9","Henry,Xavier - Meeks,Jodie - Sacre,Robert - Williams,Shawne - Young,Nick",70.8,70.8,37.8,0.0,0.0
7315,"200761,201156,202325,202333,203135","0,3,4,5,9","Henry,Xavier - Johnson,Wesley - Sacre,Robert - Williams,Shawne - Young,Nick",51.8,65.1,31.5,-13.3,-0.422222222222
7331,"200765,201145,202323,202340,203096","1,4,7,7,9","Bradley,Avery - Green,Jeff - Rondo,Rajon - Sullinger,Jared - Turner,Evan",27.0,46.2,15.0,-19.2,-1.28
7332,"200765,201145,202323,203092,203096","0,1,7,7,9","Green,Jeff - Rondo,Rajon - Sullinger,Jared - Turner,Evan - Zeller,Tyler",24.0,36.9,15.9,-12.9,-0.811320754717
7334,"200765,201145,202323,203096,203482","1,2,7,7,9","Green,Jeff - Olynyk,Kelly - Rondo,Rajon - Sullinger,Jared - Turner,Evan",45.0,42.0,15.6,3.0,0.192307692308
7335,"200765,201145,202340,203092,203096","0,1,4,7,9","Bradley,Avery - Green,Jeff - Rondo,Rajon - Sullinger,Jared - Zeller,Tyler",326.4,299.2,144.0,27.2,0.188888888889
7336,"200765,201145,202340,203092,203482","0,2,4,7,9","Bradley,Avery - Green,Jeff - Olynyk,Kelly - Rondo,Rajon - Zeller,Tyler",31.2,35.4,17.4,-4.2,-0.241379310345
7338,"200765,201145,202340,203096,203482","1,2,4,7,9","Bradley,Avery - Green,Jeff - Olynyk,Kelly - Rondo,Rajon - Sullinger,Jared",403.3,384.9,174.8,18.4,0.105263157895
7341,"200765,201145,203096,203187,203482","1,2,4,7,9","Green,Jeff - Johnson,Christapher - Olynyk,Kelly - Rondo,Rajon - Sullinger,Jared",64.8,60.6,30.0,4.2,0.14
7344,"200765,201158,201585,201954,201956","1,3,4,6,9","Belinelli,Marco - Casspi,Omri - Collison,Darren - Koufos,Kosta - Rondo,Rajon",111.6,115.2,48.6,-3.6,-0.0740740740741
7345,"200765,201158,201585,201954,202326","1,2,4,6,9","Belinelli,Marco - Collison,Darren - Cousins,DeMarcus - Koufos,Kosta - Rondo,Rajon",50.0,46.0,21.0,4.0,0.190476190476
7348,"200765,201158,201585,201956,202326","1,2,3,4,9","Belinelli,Marco - Casspi,Omri - Cousins,DeMarcus - Koufos,Kosta - Rondo,Rajon",137.6,113.6,56.0,24.0,0.428571428571
7358,"200765,201158,201954,201956,202326","2,3,4,6,9","Belinelli,Marco - Casspi,Omri - Collison,Darren - Cousins,DeMarcus - Rondo,Rajon",118.4,99.2,41.6,19.2,0.461538461538
7359,"200765,201158,201954,202326,1626161","2,3,4,6,9","Belinelli,Marco - Cauley-Stein,Willie - Collison,Darren - Cousins,DeMarcus - Rondo,Rajon",37.8,43.2,20.7,-5.4,-0.260869565217
7362,"200765,201158,201956,202326,1626161","2,3,3,4,9","Belinelli,Marco - Casspi,Omri - Cauley-Stein,Willie - Cousins,DeMarcus - Rondo,Rajon",41.0,75.0,25.0,-34.0,-1.36
7369,"200765,201158,202326,202341,1626161","2,3,4,4,9","Anderson,James - Belinelli,Marco - Cauley-Stein,Willie - Cousins,DeMarcus - Rondo,Rajon",45.2,56.4,19.2,-11.2,-0.583333333333
7378,"200765,201577,201959,202710,203926","1,2,4,7,9","Butler,Jimmy - Gibson,Taj - Lopez,Robin - McDermott,Doug - Rondo,Rajon",56.8,72.0,28.8,-15.2,-0.527777777778
7385,"200765,201585,201954,201956,1626161","1,3,3,6,9","Casspi,Omri - Cauley-Stein,Willie - Collison,Darren - Koufos,Kosta - Rondo,Rajon",46.8,53.1,18.0,-6.3,-0.35
7397,"200765,201954,201956,202326,1626161","2,3,3,6,9","Casspi,Omri - Cauley-Stein,Willie - Collison,Darren - Cousins,DeMarcus - Rondo,Rajon",97.5,88.4,37.7,9.1,0.241379310345
7399,"200765,201954,201956,202326,203112","2,3,3,6,9","Acy,Quincy - Casspi,Omri - Collison,Darren - Cousins,DeMarcus - Rondo,Rajon",61.0,60.0,27.0,1.0,0.037037037037
7400,"200765,201954,201956,202326,203463","2,3,4,6,9","Casspi,Omri - Collison,Darren - Cousins,DeMarcus - McLemore,Ben - Rondo,Rajon",49.2,47.2,18.4,2.0,0.108695652174
7410,"200765,201956,202326,203112,203463","2,3,3,4,9","Acy,Quincy - Casspi,Omri - Cousins,DeMarcus - McLemore,Ben - Rondo,Rajon",37.8,42.0,19.2,-4.2,-0.21875
7411,"200765,201956,202326,203463,1626161","2,3,3,4,9","Casspi,Omri - Cauley-Stein,Willie - Cousins,DeMarcus - McLemore,Ben - Rondo,Rajon",130.9,126.7,60.2,4.2,0.0697674418605
7414,"200765,201959,202703,202710,203477","2,3,7,8,9","Butler,Jimmy - Canaan,Isaiah - Gibson,Taj - Mirotic,Nikola - Rondo,Rajon",42.0,44.0,19.0,-2.0,-0.105263157895
7428,"200765,202326,202341,203552,1626161","2,3,4,8,9","Anderson,James - Cauley-Stein,Willie - Cousins,DeMarcus - Curry,Seth - Rondo,Rajon",42.0,50.0,20.0,-8.0,-0.4
7436,"200768,200779,201942,201946,203082","1,4,5,7,9","DeRozan,DeMar - Hansbrough,Tyler - Lowry,Kyle - Novak,Steve - Ross,Terrence",19.0,22.0,16.0,-3.0,-0.1875
7439,"200768,200779,201942,202685,203082","2,4,5,7,9","DeRozan,DeMar - Lowry,Kyle - Novak,Steve - Ross,Terrence - Valanciunas,Jonas",35.2,48.0,15.2,-12.8,-0.842105263158
7447,"200768,201574,201942,202685,1626181","2,2,7,8,9","DeRozan,DeMar - Lowry,Kyle - Powell,Norman - Thompson,Jason - Valanciunas,Jonas",156.0,127.0,70.5,29.0,0.41134751773
7452,"200768,201574,202335,202709,203082","2,3,4,7,9","Joseph,Cory - Lowry,Kyle - Patterson,Patrick - Ross,Terrence - Thompson,Jason",43.2,30.0,15.6,13.2,0.846153846154
7460,"200768,201942,201946,202335,202349","1,3,7,8,9","DeRozan,DeMar - Hansbrough,Tyler - Lowry,Kyle - Patterson,Patrick - Vasquez,Greivis",41.9,24.9,16.8,17.0,1.0119047619
7461,"200768,201942,201946,202335,203082","1,3,4,7,9","DeRozan,DeMar - Hansbrough,Tyler - Lowry,Kyle - Patterson,Patrick - Ross,Terrence",159.0,132.8,64.2,26.2,0.408099688474
7466,"200768,201942,201946,202685,203082","1,2,4,7,9","DeRozan,DeMar - Hansbrough,Tyler - Lowry,Kyle - Ross,Terrence - Valanciunas,Jonas",121.0,109.0,60.6,12.0,0.19801980198
7470,"200768,201942,201949,202335,202685","2,3,7,7,9","DeRozan,DeMar - Johnson,James - Lowry,Kyle - Patterson,Patrick - Valanciunas,Jonas",145.2,139.2,67.8,6.0,0.0884955752212
7471,"200768,201942,201949,202335,202687","0,3,7,7,9","Biyombo,Bismack - DeRozan,DeMar - Johnson,James - Lowry,Kyle - Patterson,Patrick",68.6,56.0,29.4,12.6,0.428571428571
7477,"200768,201942,201949,202685,203082","2,4,7,7,9","DeRozan,DeMar - Johnson,James - Lowry,Kyle - Ross,Terrence - Valanciunas,Jonas",42.7,35.7,16.8,7.0,0.416666666667
7482,"200768,201942,201960,202335,202685","2,3,7,7,9","Carroll,DeMarre - DeRozan,DeMar - Lowry,Kyle - Patterson,Patrick - Valanciunas,Jonas",173.8,137.5,70.0,36.3,0.518571428571
7483,"200768,201942,201960,202335,202687","0,3,7,7,9","Biyombo,Bismack - Carroll,DeMarre - DeRozan,DeMar - Lowry,Kyle - Patterson,Patrick",88.4,76.7,37.7,11.7,0.310344827586
7488,"200768,201942,201960,202685,1627783","2,3,7,7,9","Carroll,DeMarre - DeRozan,DeMar - Lowry,Kyle - Siakam,Pascal - Valanciunas,Jonas",306.0,322.0,145.0,-16.0,-0.110344827586
7489,"200768,201942,201960,202685,202709","2,7,7,9,9","Carroll,DeMarre - DeRozan,DeMar - Joseph,Cory - Lowry,Kyle - Valanciunas,Jonas",97.2,79.2,36.0,18.0,0.5
7491,"200768,201942,201960,202687,202709","0,7,7,9,9","Biyombo,Bismack - Carroll,DeMarre - DeRozan,DeMar - Joseph,Cory - Lowry,Kyle",58.0,76.0,31.0,-18.0,-0.58064516129
7497,"200768,201942,202335,202349,202685","2,3,7,8,9","DeRozan,DeMar - Lowry,Kyle - Patterson,Patrick - Valanciunas,Jonas - Vasquez,Greivis",97.6,75.2,38.4,22.4,0.583333333333
7500,"200768,201942,202335,202685,1626181","2,3,7,8,9","DeRozan,DeMar - Lowry,Kyle - Patterson,Patrick - Powell,Norman - Valanciunas,Jonas",136.2,123.3,57.6,12.9,0.223958333333
7501,"200768,201942,202335,202685,202709","2,3,7,9,9","DeRozan,DeMar - Joseph,Cory - Lowry,Kyle - Patterson,Patrick - Valanciunas,Jonas",243.0,206.0,96.9,37.0,0.381836945304
7502,"200768,201942,202335,202685,203082","2,3,4,7,9","DeRozan,DeMar - Lowry,Kyle - Patterson,Patrick - Ross,Terrence - Valanciunas,Jonas",722.4,658.1,304.8,64.3,0.210958005249
7503,"200768,201942,202335,202687,1626181","0,3,7,8,9","Biyombo,Bismack - DeRozan,DeMar - Lowry,Kyle - Patterson,Patrick - Powell,Norman",48.4,59.4,26.4,-11.0,-0.416666666667
7504,"200768,201942,202335,202687,202709","0,3,7,9,9","Biyombo,Bismack - DeRozan,DeMar - Joseph,Cory - Lowry,Kyle - Patterson,Patrick",299.2,286.0,140.8,13.2,0.09375
7505,"200768,201942,202335,202687,203082","0,3,4,7,9","Biyombo,Bismack - DeRozan,DeMar - Lowry,Kyle - Patterson,Patrick - Ross,Terrence",198.0,224.4,102.3,-26.4,-0.258064516129
7507,"200768,201942,202335,202709,203512","1,3,7,9,9","DeRozan,DeMar - Joseph,Cory - Lowry,Kyle - Nogueira,Lucas - Patterson,Patrick",54.2,41.2,17.6,13.0,0.738636363636
7510,"200768,201942,202335,203512,1626181","1,3,7,8,9","DeRozan,DeMar - Lowry,Kyle - Nogueira,Lucas - Patterson,Patrick - Powell,Norman",64.2,38.0,23.3,26.2,1.12446351931
7512,"200768,201942,202361,202685,203082","2,4,5,7,9","DeRozan,DeMar - Fields,Landry - Lowry,Kyle - Ross,Terrence - Valanciunas,Jonas",10.8,22.8,18.9,-12.0,-0.634920634921
7514,"200768,201942,202685,1626181,1627783","2,3,7,8,9","DeRozan,DeMar - Lowry,Kyle - Powell,Norman - Siakam,Pascal - Valanciunas,Jonas",87.0,81.9,34.5,5.1,0.147826086957
7521,"200768,201942,202687,202709,203082","0,4,7,9,9","Biyombo,Bismack - DeRozan,DeMar - Joseph,Cory - Lowry,Kyle - Ross,Terrence",63.7,63.7,27.3,0.0,0.0
7532,"200768,201946,202349,202685,203082","1,2,4,7,8","Hansbrough,Tyler - Lowry,Kyle - Ross,Terrence - Valanciunas,Jonas - Vasquez,Greivis",34.0,37.0,17.7,-3.0,-0.169491525424
7536,"200768,201949,202335,202685,202709","2,3,7,7,9","Johnson,James - Joseph,Cory - Lowry,Kyle - Patterson,Patrick - Valanciunas,Jonas",37.2,28.2,18.6,9.0,0.483870967742
7537,"200768,201949,202335,202685,203082","2,3,4,7,7","Johnson,James - Lowry,Kyle - Patterson,Patrick - Ross,Terrence - Valanciunas,Jonas",58.4,47.2,26.0,11.2,0.430769230769
7538,"200768,201949,202335,202687,202709","0,3,7,7,9","Biyombo,Bismack - Johnson,James - Joseph,Cory - Lowry,Kyle - Patterson,Patrick",64.8,54.4,31.2,10.4,0.333333333333
7556,"200768,202335,202349,202685,203082","2,3,4,7,8","Lowry,Kyle - Patterson,Patrick - Ross,Terrence - Valanciunas,Jonas - Vasquez,Greivis",89.4,75.2,39.5,14.2,0.359493670886
7559,"200768,202335,202685,202709,203082","2,3,4,7,9","Joseph,Cory - Lowry,Kyle - Patterson,Patrick - Ross,Terrence - Valanciunas,Jonas",162.0,136.0,71.2,26.0,0.365168539326
7563,"200768,202335,202687,202709,203082","0,3,4,7,9","Biyombo,Bismack - Joseph,Cory - Lowry,Kyle - Patterson,Patrick - Ross,Terrence",630.0,529.2,298.2,100.8,0.338028169014
7567,"200768,202335,202709,203082,1627783","3,3,4,7,9","Joseph,Cory - Lowry,Kyle - Patterson,Patrick - Ross,Terrence - Siakam,Pascal",35.2,37.2,16.0,-2.0,-0.125
7568,"200768,202335,202709,203082,203512","1,3,4,7,9","Joseph,Cory - Lowry,Kyle - Nogueira,Lucas - Patterson,Patrick - Ross,Terrence",188.8,156.8,80.0,32.0,0.4
7582,"200769,201947,202719,203315,203501","1,3,5,6,9","Brown,Shannon - Clark,Earl - Hardaway Jr.,Timothy - Murry,Toure - Tyler,Jeremy",45.0,46.0,22.5,-1.0,-0.0444444444444
7585,"200769,202332,202719,203315,203501","1,2,3,6,9","Aldrich,Cole - Brown,Shannon - Hardaway Jr.,Tim - Murry,Toure - Tyler,Jeremy",54.0,57.9,24.6,-3.9,-0.158536585366
7586,"200769,202332,202719,203315,203501","1,2,3,6,9","Aldrich,Cole - Brown,Shannon - Hardaway Jr.,Timothy - Murry,Toure - Tyler,Jeremy",18.0,39.2,15.2,-21.2,-1.39473684211
7602,"200770,201156,202325,203135,203527","0,3,4,4,6","Farmar,Jordan - Johnson,Wesley - Kelly,Ryan - Sacre,Robert - Young,Nick",62.0,56.0,29.0,6.0,0.206896551724
7604,"200770,201175,202327,203099,203493","0,0,4,4,6","Bullock,Reggie - Cunningham,Jared - Davis,Glen - Farmar,Jordan - Udoh,Ekpe",43.0,28.0,15.0,15.0,1.0
7608,"200770,201941,201975,202325,202333","2,4,4,6,9","Farmar,Jordan - Henry,Xavier - Hill,Jordan - Johnson,Wesley - Meeks,Jodie",111.0,109.8,48.6,1.2,0.0246913580247
7618,"200770,202325,202333,203135,203145","0,4,6,8,9","Bazemore,Kent - Farmar,Jordan - Henry,Xavier - Johnson,Wesley - Sacre,Robert",28.0,39.2,16.4,-11.2,-0.682926829268
7621,"200770,202333,202705,203135,203527","0,4,6,6,9","Brooks,MarShon - Farmar,Jordan - Henry,Xavier - Kelly,Ryan - Sacre,Robert",45.0,45.0,18.0,0.0,0.0
7622,"200770,202333,203135,203145,203527","0,4,6,8,9","Bazemore,Kent - Farmar,Jordan - Henry,Xavier - Kelly,Ryan - Sacre,Robert",40.0,42.0,17.5,-2.0,-0.114285714286
7635,"200771,201945,203496,203954,203967","1,3,6,7,8","Covington,Robert - Embiid,Joel - Henderson,Gerald - Rodriguez,Sergio - Saric,Dario",133.7,120.4,68.6,13.3,0.19387755102
7636,"200771,201945,203496,203967,1626143","1,3,6,7,8","Covington,Robert - Henderson,Gerald - Okafor,Jahlil - Rodriguez,Sergio - Saric,Dario",86.4,108.0,45.0,-21.6,-0.48
7637,"200771,201945,203496,203967,1626158","2,3,6,7,8","Covington,Robert - Henderson,Gerald - Holmes,Richaun - Rodriguez,Sergio - Saric,Dario",69.3,76.3,35.0,-7.0,-0.2
7649,"200771,203138,203917,203967,1626143","1,3,3,4,6","Okafor,Jahlil - Rodriguez,Sergio - Saric,Dario - Stauskas,Nik - Thompson,Hollis",37.1,37.1,16.8,0.0,0.0
7662,"200777,201581,201587,202083,203081","0,2,3,8,9","Batum,Nicolas - Freeland,Joel - Hickson,J.J. - Lillard,Damian - Matthews,Wesley",13.3,9.6,27.6,3.7,0.134057971014
7672,"200777,201587,202083,203080,203081","0,2,3,8,9","Batum,Nicolas - Freeland,Joel - Lillard,Damian - Matthews,Wesley - Robinson,Thomas",75.9,54.0,32.1,21.9,0.682242990654
7673,"200777,201587,202083,203081,203086","0,3,3,8,9","Batum,Nicolas - Freeland,Joel - Leonard,Meyers - Lillard,Damian - Matthews,Wesley",31.5,28.0,26.6,3.5,0.131578947368
7681,"200777,201964,203081,203086,203115","0,3,4,7,9","Barton,Will - Claver,Victor - Freeland,Joel - Leonard,Meyers - Lillard,Damian",7.3,10.1,19.6,-2.8,-0.142857142857
7689,"200777,202087,203086,203459,204025","0,3,4,8,8","Crabbe,Allen - Frazier,Tim - Freeland,Joel - Gee,Alonzo - Leonard,Meyers",41.2,40.0,20.0,1.2,0.06
7698,"200779,201571,203087,203103,203956","1,4,5,6,9","Augustin,D.J. - Jones,Perry - Lamb,Jeremy - McGary,Mitch - Novak,Steve",57.2,71.2,32.4,-14.0,-0.432098765432
7744,"200782,201148,202339,202693,202694","0,1,7,9,9","Bledsoe,Eric - Morris,Marcus - Morris,Markieff - Tucker,PJ - Wright,Brandan",245.7,240.5,130.0,5.2,0.04
7747,"200782,201148,202339,202693,203933","0,1,3,9,9","Bledsoe,Eric - Morris,Markieff - Tucker,PJ - Warren,TJ - Wright,Brandan",60.5,74.8,31.9,-14.3,-0.448275862069
7749,"200782,201148,202339,202694,203462","0,6,7,9,9","Bledsoe,Eric - Goodwin,Archie - Morris,Marcus - Tucker,PJ - Wright,Brandan",39.9,46.9,25.2,-7.0,-0.277777777778
7750,"200782,201148,202339,202694,203933","0,3,7,9,9","Bledsoe,Eric - Morris,Marcus - Tucker,PJ - Warren,TJ - Wright,Brandan",33.0,33.0,15.0,0.0,0.0
7763,"200782,201162,202339,203458,1626164","0,4,9,9,9","Bledsoe,Eric - Booker,Devin - Dudley,Jared - Len,Alex - Tucker,PJ",32.0,40.0,17.5,-8.0,-0.457142857143
7777,"200782,201603,203141,203458,203462","0,3,4,6,9","Goodwin,Archie - Len,Alex - Teletovic,Mirza - Tucker,PJ - Weems,Sonny",39.9,48.0,18.0,-8.1,-0.45
7782,"200782,201609,202339,202693,202694","1,7,9,9,9","Bledsoe,Eric - Dragic,Goran - Morris,Marcus - Morris,Markieff - Tucker,PJ",170.6,178.2,72.0,-7.6,-0.105555555556
7783,"200782,201609,202339,202693,202738","1,6,9,9,9","Bledsoe,Eric - Dragic,Goran - Morris,Markieff - Thomas,Isaiah - Tucker,PJ",155.8,153.9,62.7,1.9,0.030303030303
7784,"200782,201609,202339,202693,203101","1,2,9,9,9","Bledsoe,Eric - Dragic,Goran - Morris,Markieff - Plumlee,Miles - Tucker,PJ",443.7,427.5,218.7,16.2,0.0740740740741
7785,"200782,201609,202339,202693,203458","0,1,9,9,9","Bledsoe,Eric - Dragic,Goran - Len,Alex - Morris,Markieff - Tucker,PJ",836.5,776.0,397.2,60.5,0.152316213494
7788,"200782,201609,202339,202694,203101","2,7,9,9,9","Bledsoe,Eric - Dragic,Goran - Morris,Marcus - Plumlee,Miles - Tucker,PJ",77.2,86.0,46.0,-8.8,-0.191304347826
7789,"200782,201609,202339,202694,203458","0,7,9,9,9","Bledsoe,Eric - Dragic,Goran - Len,Alex - Morris,Marcus - Tucker,PJ",26.4,37.6,18.4,-11.2,-0.608695652174
7792,"200782,201609,202397,202693,202694","1,7,9,9,9","Dragic,Goran - Morris,Marcus - Morris,Markieff - Smith,Ish - Tucker,PJ",56.8,48.8,22.4,8.0,0.357142857143
7800,"200782,201609,202693,202738,203101","1,2,6,9,9","Dragic,Goran - Morris,Markieff - Plumlee,Miles - Thomas,Isaiah - Tucker,PJ",48.0,54.4,28.0,-6.4,-0.228571428571
7811,"200782,202339,202688,202693,202694","1,7,8,9,9","Bledsoe,Eric - Knight,Brandon - Morris,Marcus - Morris,Markieff - Tucker,PJ",43.0,34.0,15.5,9.0,0.58064516129
7814,"200782,202339,202688,202693,203458","0,1,8,9,9","Bledsoe,Eric - Knight,Brandon - Len,Alex - Morris,Markieff - Tucker,PJ",338.7,336.4,161.5,2.3,0.0142414860681
7818,"200782,202339,202688,202720,203141","2,3,8,9,9","Bledsoe,Eric - Knight,Brandon - Leuer,Jon - Teletovic,Mirza - Tucker,PJ",78.0,92.0,35.0,-14.0,-0.4
7819,"200782,202339,202688,202720,203458","0,2,8,9,9","Bledsoe,Eric - Knight,Brandon - Len,Alex - Leuer,Jon - Tucker,PJ",261.3,254.8,127.4,6.5,0.0510204081633
7821,"200782,202339,202688,203141,203458","0,3,8,9,9","Bledsoe,Eric - Knight,Brandon - Len,Alex - Teletovic,Mirza - Tucker,PJ",48.3,47.6,20.3,0.7,0.0344827586207
7823,"200782,202339,202688,203458,1626164","0,8,9,9,9","Bledsoe,Eric - Booker,Devin - Knight,Brandon - Len,Alex - Tucker,PJ",59.0,71.0,26.8,-12.0,-0.44776119403
7827,"200782,202339,202693,202694,202738","1,6,7,9,9","Bledsoe,Eric - Morris,Marcus - Morris,Markieff - Thomas,Isaiah - Tucker,PJ",35.0,31.0,15.0,4.0,0.266666666667
7829,"200782,202339,202693,202694,203458","0,1,7,9,9","Bledsoe,Eric - Len,Alex - Morris,Marcus - Morris,Markieff - Tucker,PJ",291.2,305.2,133.0,-14.0,-0.105263157895
7830,"200782,202339,202693,202694,203462","1,6,7,9,9","Bledsoe,Eric - Goodwin,Archie - Morris,Marcus - Morris,Markieff - Tucker,PJ",36.0,45.2,17.8,-9.2,-0.516853932584
7834,"200782,202339,202693,202738,203458","0,1,6,9,9","Bledsoe,Eric - Len,Alex - Morris,Markieff - Thomas,Isaiah - Tucker,PJ",28.0,25.0,17.0,3.0,0.176470588235
7837,"200782,202339,202693,203462,203933","1,3,6,9,9","Bledsoe,Eric - Goodwin,Archie - Morris,Markieff - Tucker,PJ - Warren,TJ",97.0,88.0,43.0,9.0,0.209302325581
7858,"200782,202688,202720,203141,1626164","2,3,8,9,9","Booker,Devin - Knight,Brandon - Leuer,Jon - Teletovic,Mirza - Tucker,PJ",58.8,46.8,25.8,12.0,0.46511627907
7860,"200782,202688,202720,203458,1626164","0,2,8,9,9","Booker,Devin - Knight,Brandon - Len,Alex - Leuer,Jon - Tucker,PJ",146.4,146.4,61.6,0.0,0.0
7864,"200782,202688,203141,203458,1626164","0,3,8,9,9","Booker,Devin - Knight,Brandon - Len,Alex - Teletovic,Mirza - Tucker,PJ",84.5,94.9,39.0,-10.4,-0.266666666667
7866,"200782,202688,203141,203933,1626164","3,3,8,9,9","Booker,Devin - Knight,Brandon - Teletovic,Mirza - Tucker,PJ - Warren,TJ",36.0,29.1,18.6,6.9,0.370967741935
7869,"200782,202688,203458,203933,1626164","0,3,8,9,9","Booker,Devin - Knight,Brandon - Len,Alex - Tucker,PJ - Warren,TJ",30.0,55.2,23.6,-25.2,-1.06779661017
7872,"200782,202693,203141,203462,1626164","1,3,6,9,9","Booker,Devin - Goodwin,Archie - Morris,Markieff - Teletovic,Mirza - Tucker,PJ",47.1,30.0,16.8,17.1,1.01785714286
7875,"200782,202693,203458,203462,1626164","0,1,6,9,9","Booker,Devin - Goodwin,Archie - Len,Alex - Morris,Markieff - Tucker,PJ",30.1,35.0,16.8,-4.9,-0.291666666667
7883,"200782,203098,203141,203458,1626164","0,3,4,9,9","Booker,Devin - Jenkins,John - Len,Alex - Teletovic,Mirza - Tucker,PJ",30.0,46.2,15.6,-16.2,-1.03846153846
7887,"200782,203141,203458,203462,1626164","0,3,6,9,9","Booker,Devin - Goodwin,Archie - Len,Alex - Teletovic,Mirza - Tucker,PJ",71.5,53.9,28.6,17.6,0.615384615385
7890,"200794,201143,201858,201952,201960","0,1,4,7,8","Carroll,DeMarre - Horford,Al - Martin,Cartier - Millsap,Paul - Teague,Jeff",80.0,87.2,46.4,-7.2,-0.155172413793
7895,"200794,201143,201952,201960,202714","0,1,6,7,8","Carroll,DeMarre - Horford,Al - Mack,Shelvin - Millsap,Paul - Teague,Jeff",54.0,40.0,20.8,14.0,0.673076923077
